,id,label_1,label_2,label_3,label_4,label_5,label_6,count_6,count_5,count_4,count_3,count_2,count_1,average
24611,VirusShare_8923d17710d9fb0735efa6dee0469b2b,2,0,1,0,1,4,0,0,0,0,0,0,6.067
25352,VirusShare_831268e295c8fc47379a91f015fdfd72,2,0,1,0,1,4,0,0,0,0,0,0,6.067
25812,VirusShare_4068c3cccb4b5f4c943215cdfaf56961,2,0,1,0,1,4,0,0,0,0,0,0,6.067
25823,VirusShare_39687aa2ef334cfd78cd8dc28d0bd4f2,2,0,1,0,1,4,0,0,0,0,0,0,6.067
26727,VirusShare_3082127b0a2bda2e26672555348432ab,2,0,1,0,1,4,0,0,0,0,0,0,6.067
26745,VirusShare_0bf4f135c97c6211806febe7b558b6fc,2,0,1,0,1,4,0,0,0,0,0,0,6.067
26792,VirusShare_dfcd58ae07eb9e0076247e1c7fa543b6,2,0,1,0,1,4,0,0,0,0,0,0,6.067
27124,VirusShare_fc6e4896f4d2b412cd9db0cfc144ed24,2,0,1,0,1,4,0,0,0,0,0,0,6.067
27366,VirusShare_eacb9297baf3bf7d25ec5911c991901a,2,0,1,0,1,4,0,0,0,0,0,0,6.067
27636,VirusShare_f1457d0f1476861c0d21b91af5d9f984,2,0,1,0,1,4,0,0,0,0,0,0,6.067
27977,VirusShare_af0ff8a10f177d333c7a4956c44a72c4,2,0,1,0,1,4,0,0,0,0,0,0,6.067
28260,VirusShare_71ff44cfe62cbd87d2c32fc103270131,2,0,1,0,1,4,0,0,0,0,0,0,6.067
28555,VirusShare_e356c3a29d24482874991d87eaaca470,2,0,1,0,1,4,0,0,0,0,0,0,6.067
28568,VirusShare_09603cc479305c17236b31819abc9961,2,0,1,0,1,4,0,0,0,0,0,0,6.067
29180,VirusShare_a71fcafd520e1bb56949e8d5377bb733,1,1,1,0,1,4,0,0,0,0,0,0,6.067
29684,VirusShare_1a87aea145bf18d09525fb69f7a19e95,2,0,1,0,1,4,0,0,0,0,0,0,6.067
52070,VirusShare_d47d6cbd6dcabf6fd5969d38cfa6b78c,2,0,1,0,1,4,0,0,0,0,0,0,6.067
52815,VirusShare_29cfba71a99cfca00ea01b21fdd4f8ba,2,0,1,0,1,4,0,0,0,0,0,0,6.067
55241,VirusShare_081ed58123346b6810445637149b7ca1,2,0,1,0,1,4,0,0,0,0,0,0,6.067
57948,VirusShare_5dcdcc74331cbcc1bb2a3fd0cd465e46,2,0,1,0,1,4,0,0,0,0,0,0,6.067
59821,VirusShare_18dcc9b04ed9fe2e00028edfe33705e0,2,0,1,0,1,4,0,0,0,0,0,0,6.067
60122,VirusShare_018f7fdabf1ffff866f307b64bca9bd7,2,0,1,0,1,4,0,0,0,0,0,0,6.067
60938,VirusShare_ac5babcf74ee57f475ddb1c590877678,2,0,1,0,1,4,0,0,0,0,0,0,6.067
63085,VirusShare_1a1f866ac59ebeb37e3b2d9abf47a530,2,0,1,0,1,4,0,0,0,0,0,0,6.067
63955,VirusShare_b84598c68c5d208868c310f998a9b13f,2,0,1,0,1,4,0,0,0,0,0,0,6.067
64912,VirusShare_ae0355391922c2883ba5e38f19f33c84,2,0,1,0,1,4,0,0,0,0,0,0,6.067
65794,VirusShare_23ac995a5f0c174c5c3851e1c281d747,2,0,1,0,1,4,0,0,0,0,0,0,6.067
15883,VirusShare_361b60964a0c04580fa912aefa75d8da,3,0,1,0,0,4,0,0,0,0,0,0,6.034000000000002
19638,VirusShare_617abf5b74894e91684798a94d372911,3,0,1,0,0,4,0,0,0,0,0,0,6.034000000000002
20556,VirusShare_936f10bdc979cd52311a38c5031d3679,3,0,1,0,0,4,0,0,0,0,0,0,6.034000000000002
27471,VirusShare_79ab09f62f6e7cc0eee847e572ba13f6,3,0,1,0,0,4,0,0,0,0,0,0,6.034000000000002
32047,VirusShare_cde3b0eefe8f02d6fabe6665d879e6f1,2,0,1,0,1,4,0,0,0,0,0,0,5.999999999999999
32470,VirusShare_053dfee17bdda99ba391339f7f87a622,2,0,1,1,0,4,0,0,0,0,0,0,5.999999999999999
33974,VirusShare_d11cd02f7ebb5a863f06e46f3722b568,1,1,1,1,0,4,0,0,0,0,0,0,5.999999999999999
35217,VirusShare_b126039ec7fb1000839363d0483e1ec2,2,0,1,0,1,4,0,0,0,0,0,0,5.999999999999999
36047,VirusShare_b8c8c67b16fa190fbbbed824575ecb0b,2,0,1,1,0,4,0,0,0,0,0,0,5.999999999999999
36871,VirusShare_1f8f2feb102abac6a4f040963c30d3b5,2,0,1,1,0,4,0,0,0,0,0,0,5.999999999999999
37432,VirusShare_3afc4af1c92ddac27c4a6258409b8461,2,0,1,1,0,4,0,0,0,0,0,0,5.999999999999999
67407,VirusShare_0c1906fd57319ec858daeccb0a9be4de,2,0,1,1,0,4,0,0,0,0,0,0,5.999999999999999
70019,VirusShare_499b992ebb3ab6bea4de8ec82762dc69,3,0,0,0,1,4,0,0,0,0,0,0,5.999999999999999
72278,VirusShare_47cc699feb5954abc429bd6e13471aea,1,1,1,1,0,4,0,0,0,0,0,0,5.999999999999999
15559,VirusShare_746d12f67c4b8f733447d22fc9d447b1,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
15570,VirusShare_9896a6c6761b45c5a99a83f559f6a21c,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
15665,VirusShare_3e3f2c8c7cf9d4cc11e396bda0e01897,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
15673,VirusShare_83ae392bb195d4752caf4e723b2f1f81,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
15737,VirusShare_61d06e130da527c79aca310c6a3d4458,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
15792,VirusShare_a1a08a74b1599164b8671cdc74d8b2a6,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
15858,VirusShare_ba2059ce7db03c55094493b9ce6dd5d0,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
15938,VirusShare_820d944778def83adac316fd68d06b69,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
16015,VirusShare_704c7e7e48f09776169a51a19931393c,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
16051,VirusShare_98d166f3a31995cb63ba5ae2575538d7,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
16071,VirusShare_041fd43055d58716c97ed5b079a7c530,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
16207,VirusShare_62b3cdb095079f3c351d6d0efb6b19a1,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
16897,VirusShare_3fa93546f178f74d24820ee16399f485,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
16916,VirusShare_871eb976d4d427afe0f9385f0def093b,3,0,1,0,0,4,0,0,0,0,0,0,5.9670000000000005
17166,VirusShare_95ee6ce5f1575990384bcc9af8725954,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
17188,VirusShare_aca181db3ecefbdb52c39e575adb8cbe,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
17322,VirusShare_457b0f6e0237a7fddf9593b369a645e5,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
17418,VirusShare_0ce4bc96208c27e52d93928471feebea,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
17723,VirusShare_aa2c73dbf68a3c1133f2b3beadfa50d6,1,1,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
18020,VirusShare_22e7d564d78321a68e37ad3a5f918143,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
18045,VirusShare_ebee0824c57990206638311c636b7110,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
18578,VirusShare_9a4ba9639af435da571518b269a298db,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
18623,VirusShare_69e6e44630c1753c2c75ef309df37dbc,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
20519,VirusShare_8b3cb34a2dc58f13a4fc478bd198ca98,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
20852,VirusShare_9eb7b3ebe516adca3d4c561701bef304,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
20908,VirusShare_6ca94bf4856b884c17a90f6c66482c43,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
21222,VirusShare_29d0104610665329c3c86fdd7568878b,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
21281,VirusShare_edfc6536984f9f17471adb5988178d07,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
21297,VirusShare_7987accaacda34d223c6e8e988f3d4e1,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
21562,VirusShare_fd3b3b7d11c00d1c1e855f6a0fb5e319,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
21639,VirusShare_f0ebc16e089e164ee14f6a6858c6a0a4,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
21832,VirusShare_ed0ce7ff64e98f2b6267fcf0cfa8059e,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
21857,VirusShare_85eab41d66a431e43a4e8ba81af74639,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
22012,VirusShare_3c1d1accdf95190cd32e657730efae45,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
22221,VirusShare_767c13e6b41a137daf66a6058669adba,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
22284,VirusShare_8aaa78d90d48f358841a903ec3fa1430,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
22613,VirusShare_3c4f3c5d116af94d401ae631f9cf9eef,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
22998,VirusShare_c49617ca66e2c20f6755ce4adcf66c58,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
23009,VirusShare_057570439e2fafb007be1fed7da152d0,3,0,1,0,0,4,0,0,0,0,0,0,5.9670000000000005
23305,VirusShare_052de6405a77070a1f42c8fdb70456e8,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
23418,VirusShare_bee8de13dddd6f9a9622f5f66a327200,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
23515,VirusShare_51f20768283c28992d8c60dce5135ec1,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
23809,VirusShare_a69767e6b4916639fe72a8aca8ccc249,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
23959,VirusShare_d63153d8c4e0b7a0ce1fe2a532e86085,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
24061,VirusShare_8cd40adfa695c37c66b66ced8d4dd060,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
24080,VirusShare_5605215c33c3ee31da94658a94a12a18,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
24095,VirusShare_ea6f709e770414cff8ed0fb85aa747d3,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
24568,VirusShare_a5fcbb5c935998ddfb177c150acfaa39,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
24926,VirusShare_c5a5c1ed85ed45a8741939632d41f6f4,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
25236,VirusShare_d09af35f7e47700e45a10412c70b5302,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
25267,VirusShare_9fa8683e59eb1d5cc4e0f903b14804f4,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
25419,VirusShare_f3b02f2b9c2836eebdbc9e207bc88867,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
25561,VirusShare_5a634352d5ae9517e93f7e661c186753,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
26280,VirusShare_4fdc0218c59a3a8bc2e96601ac9a6079,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
26331,VirusShare_8dcd45a85f6508ec3a5ae4712902196e,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
26442,VirusShare_09d40d74fcf74e0518dd90369b3f8c7d,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
26461,VirusShare_de34a1f1e4c10394a1a3c87703efd089,3,0,1,0,0,4,0,0,0,0,0,0,5.9670000000000005
26481,VirusShare_efafc541d7b09ac13cbcddc52175f2b3,3,0,1,0,0,4,0,0,0,0,0,0,5.9670000000000005
26952,VirusShare_cd1de38d4af879e666df050389b05113,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
27176,VirusShare_da0c39e8341a59f1c3e3b69e4b13c626,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
27461,VirusShare_6e247b05937a2ed1adb0676e07c94d1b,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
27517,VirusShare_3eb1a2101586e6519462dc3b1cfdb3b7,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
27559,VirusShare_408e6168c39b786eaa500d3d2e7b0e90,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
27593,VirusShare_c20600c8ee561eb07ecedd8e81529daa,3,0,1,0,0,4,0,0,0,0,0,0,5.9670000000000005
27703,VirusShare_d9c443a141d24f31e8bb52e89db2f2e0,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
27795,VirusShare_c10a64b7252643e6b32362b65ba341c3,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
27960,VirusShare_e04be3f9ff7f7911e0dd3b8168cb25b4,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
28084,VirusShare_f3227762430486155cc7038f01663311,3,0,1,0,0,4,0,0,0,0,0,0,5.9670000000000005
28208,VirusShare_c24e366fdc922540d2cdb593af752eff,3,0,1,0,0,4,0,0,0,0,0,0,5.9670000000000005
28310,VirusShare_b853247e4db71f3e0095e4258e104e42,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
28540,VirusShare_68a51435837a508d98429a60408311df,3,0,1,0,0,4,0,0,0,0,0,0,5.9670000000000005
28854,VirusShare_da9bb5ec584b7df77f6ae58b6027038e,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
28954,VirusShare_eddbf81b81d72d8d93d881d588238fd3,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
29062,VirusShare_4a9e5cd855638e3c54b561c5ac1d5e28,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
29401,VirusShare_bd8c958dd1dfd5da8f6b30de2013d978,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
29532,VirusShare_1ebbb8b0f652926661c298082fdc18d1,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
29774,VirusShare_1987a6c4984e444b7d6a3eab681fe7d2,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
30023,VirusShare_c6f047f2559ae886ae561a51bf4ad656,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
30216,VirusShare_5273cad8809cdf0f61be03dbe3ec96d9,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
30289,VirusShare_93bb6ab64ae369bda60c13fbb3c38090,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
52078,VirusShare_681394e3e670a4f86acbdad1d814f9e8,1,2,1,0,0,4,0,0,0,0,0,0,5.9670000000000005
52079,VirusShare_63748ca561bf83812db000681fa8df55,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
52211,VirusShare_6e7988fdbe41b864b3ad984f33851abf,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
53396,VirusShare_618a4fd87389c05e1b6d2700f8547533,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
53865,VirusShare_dfc5181376426347f998b982e68a39ca,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
54094,VirusShare_ffad86cdfa6e8eb85f0b2fbd43f674e1,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
55106,VirusShare_55f014ddfc730b55b0b4abbd356cdf32,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
56507,VirusShare_8ff7727fea951c1cb3d4032ea5654bd0,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
57109,VirusShare_4bb88f9777a323f71b2e8fff3a370d8e,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
57417,VirusShare_464c8e35fb0d7e50c1f5b8fcc1917792,3,0,1,0,0,4,0,0,0,0,0,0,5.9670000000000005
57846,VirusShare_d0b98b13a33ce04670391762760579f7,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
58189,VirusShare_5682db21a03c01dfcf8df66ab992dab8,3,0,1,0,0,4,0,0,0,0,0,0,5.9670000000000005
58917,VirusShare_4f7858571fe7f7d3f56210a174ca5d53,3,0,1,0,0,4,0,0,0,0,0,0,5.9670000000000005
59075,VirusShare_8af0f024d38c55483d56a8ed171d7616,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
59380,VirusShare_7a2d158cf1be0ce61e2f0f92599471b2,3,0,1,0,0,4,0,0,0,0,0,0,5.9670000000000005
59588,VirusShare_7e7260455988180eb684f1486c9e7b22,2,0,2,0,0,4,0,0,0,0,0,0,5.9670000000000005
60031,VirusShare_4d3a61cd3a2a0df7c5ff5fc554716cc3,3,0,1,0,0,4,0,0,0,0,0,0,5.9670000000000005
61712,VirusShare_dfc5a0b2f9efcdbd168c1e8a8d36278b,3,0,1,0,0,4,0,0,0,0,0,0,5.9670000000000005
62232,VirusShare_3a98e36c3947351263223bafbfa50362,3,0,1,0,0,4,0,0,0,0,0,0,5.9670000000000005
31607,VirusShare_6e250524ce62371cd8a31e5a0dbf6ad4,2,0,1,1,0,4,0,0,0,0,0,0,5.933
31826,VirusShare_ffa1b755364f0d72c48b2bc40ae3477f,2,0,1,1,0,4,0,0,0,0,0,0,5.933
32261,VirusShare_896a8f5d2115f36ed9c781b1434a5620,2,0,1,1,0,4,0,0,0,0,0,0,5.933
33756,VirusShare_7f9bf7636ea3176d434cb6bc994bcce2,2,0,1,1,0,4,0,0,0,0,0,0,5.933
34670,VirusShare_8a9dc09c8682f5ecbf276cf3e3302f19,2,0,1,1,0,4,0,0,0,0,0,0,5.933
35524,VirusShare_75380271674ffc947a08977a84667c03,2,0,1,0,1,4,0,0,0,0,0,0,5.933
36006,VirusShare_2017a68cbabcdca030b3a6652f46b761,2,0,1,0,1,4,0,0,0,0,0,0,5.933
36978,VirusShare_80bc1f1573122233cc46eefbea8c741d,2,0,1,1,0,4,0,0,0,0,0,0,5.933
36989,VirusShare_4703e74296f2e249ed69f4383b0468f2,2,0,1,1,0,4,0,0,0,0,0,0,5.933
37457,VirusShare_dbfff4221a3dcc77aa400c9afeccdccf,2,0,1,1,0,4,0,0,0,0,0,0,5.933
37473,VirusShare_ee6063f115120c69e475e69103f52f21,2,0,1,0,1,4,0,0,0,0,0,0,5.933
67187,VirusShare_9dd55b088d055307166c5335c9a3f834,2,0,1,0,1,4,0,0,0,0,0,0,5.933
68513,VirusShare_bf1447cd6923925241f76f76aaee94af,2,0,1,0,1,4,0,0,0,0,0,0,5.933
68753,VirusShare_272078c17f41820b376dbc86e54089aa,2,0,1,1,0,4,0,0,0,0,0,0,5.933
69524,VirusShare_7bdb4d16d4a0a13183ab39179ec9867d,2,0,1,0,1,4,0,0,0,0,0,0,5.933
70185,VirusShare_8985e529f9e151f91e0f372a76d66cb3,2,0,1,0,1,4,0,0,0,0,0,0,5.933
70344,VirusShare_1d066679522be5782ec6fa52a7aa3862,2,0,1,1,0,4,0,0,0,0,0,0,5.933
72740,VirusShare_d91475da3ef408ed3152165c4e2e7050,2,0,1,0,1,4,0,0,0,0,0,0,5.933
16221,VirusShare_e8907516def63a446a4d6121c3136d66,2,0,0,0,1,4,0,0,0,0,0,0,5.367000000000001
17478,VirusShare_02bd574acaf76417979a5f5fbb96d15c,2,0,0,0,1,4,0,0,0,0,0,0,5.367000000000001
20362,VirusShare_410eda0ba48966ad9460c360d0357a05,2,0,0,0,1,4,0,0,0,0,0,0,5.367000000000001
20790,VirusShare_d403df4ad391a9561dcbd4253be886a9,2,0,0,0,1,4,0,0,0,0,0,0,5.367000000000001
23663,VirusShare_00829bbaf1766bb03fe379fe7871c8a6,2,0,0,0,1,4,0,0,0,0,0,0,5.367000000000001
25504,VirusShare_5f1dc72e7f7829be49def18bb4d067e3,2,0,0,0,1,4,0,0,0,0,0,0,5.367000000000001
26351,VirusShare_11f229f5bb6e3c6411935da930f1c10f,2,0,0,0,1,4,0,0,0,0,0,0,5.367000000000001
27832,VirusShare_0daf0208484df6f469f8a948ea312a46,2,0,0,0,1,4,0,0,0,0,0,0,5.367000000000001
30149,VirusShare_a73c1fdd836a33b67868a3bd30b3de54,2,0,0,0,1,4,0,0,0,0,0,0,5.367000000000001
30188,VirusShare_8cb53f710180f3339ec58044c3bef10c,2,0,0,0,1,4,0,0,0,0,0,0,5.367000000000001
30297,VirusShare_7f84e79d7617e799d5282daac1fccfbe,2,0,0,0,1,4,0,0,0,0,0,0,5.367000000000001
54895,VirusShare_07973d8dc5676c3bb96893428b622bf1,2,0,0,0,1,4,0,0,0,0,0,0,5.367000000000001
16352,VirusShare_57524b1d98674358db836be534373314,2,0,1,0,0,4,0,0,0,0,0,0,5.267
16683,VirusShare_868b4204a383de68a6b0aff9d7806fac,2,0,1,0,0,4,0,0,0,0,0,0,5.267
18539,VirusShare_79795374f7947030985a709c2cf1558b,2,0,1,0,0,4,0,0,0,0,0,0,5.267
19591,VirusShare_b2bfa4b1a25a18e18d0e5820ae95bce8,2,0,1,0,0,4,0,0,0,0,0,0,5.267
19808,VirusShare_e2ea0440dfe8d975a63e169da42c1514,1,1,1,0,0,4,0,0,0,0,0,0,5.267
20555,VirusShare_cd41c52f3ea404263b3deda94acb1cb0,2,0,1,0,0,4,0,0,0,0,0,0,5.267
21894,VirusShare_dbdcf647406bb26b989da323cc63980c,3,0,0,0,0,4,0,0,0,0,0,0,5.267
22972,VirusShare_8536cc9c4a4384e4ac64a8c325a7721e,2,0,1,0,0,4,0,0,0,0,0,0,5.267
24588,VirusShare_52dbb659f5f1dd24ac7ee8afedbeb741,2,0,1,0,0,4,0,0,0,0,0,0,5.267
25541,VirusShare_664e3f2af019b9554735da11f9e87b73,2,0,1,0,0,4,0,0,0,0,0,0,5.267
25775,VirusShare_b08c77a7ca281d34cce181d5d50fb7fa,3,0,0,0,0,4,0,0,0,0,0,0,5.267
26140,VirusShare_b7bdbbb3ed65cfb986c3cf6549d10a26,2,0,1,0,0,4,0,0,0,0,0,0,5.267
28247,VirusShare_b083742540944dd4f4c95e3408c6ead0,2,0,1,0,0,4,0,0,0,0,0,0,5.267
28852,VirusShare_637ebaad564c1cf478d3966b10763abf,2,0,1,0,0,4,0,0,0,0,0,0,5.267
29314,VirusShare_9d001c5f4026ed9abd7a87209a361123,2,0,1,0,0,4,0,0,0,0,0,0,5.267
64283,VirusShare_e3ea189f0110ed7fcb16bed23677aedc,2,0,1,0,0,4,0,0,0,0,0,0,5.267
64921,VirusShare_25c6bfd0c6d719a22678a300b2ae4d8a,3,0,0,0,0,4,0,0,0,0,0,0,5.267
32121,VirusShare_a312bd1f19a1ada525fddd52702afaf4,2,0,0,1,0,4,0,0,0,0,0,0,5.233
35805,VirusShare_6e3f5e3a4f2ff214bf6eca676cbfbd04,2,0,0,1,0,4,0,0,0,0,0,0,5.233
16081,VirusShare_4e7e718107cdfa523a8572bc3f90b84f,2,0,1,0,0,4,0,0,0,0,0,0,5.2
16310,VirusShare_ffebb82653e0f4c6aa37c1c09347f58c,2,0,1,0,0,4,0,0,0,0,0,0,5.2
16394,VirusShare_4c4011c340ca98aec183b916e5834b09,1,1,1,0,0,4,0,0,0,0,0,0,5.2
18419,VirusShare_df27829082dbdb8d1ee5b403cad10696,2,0,1,0,0,4,0,0,0,0,0,0,5.2
19376,VirusShare_a8491cca1675a41a870baa5603d6cfbe,2,0,1,0,0,4,0,0,0,0,0,0,5.2
19575,VirusShare_b4e903ece2194f22175c97f1617a9ddc,2,0,1,0,0,4,0,0,0,0,0,0,5.2
21518,VirusShare_7df0e8de0dd0044bff783c21381783c5,2,0,1,0,0,4,0,0,0,0,0,0,5.2
23034,VirusShare_15a90a3881291d3d589e9594b6fdd945,2,0,1,0,0,4,0,0,0,0,0,0,5.2
23394,VirusShare_4da4dd94f93f8b7cc092e60b3834577f,2,0,1,0,0,4,0,0,0,0,0,0,5.2
23474,VirusShare_f1ab10eb53978a35f06d5538b3aba64e,2,0,1,0,0,4,0,0,0,0,0,0,5.2
24218,VirusShare_24a9d30ebb0d6b766155a7df3ef5dad6,2,0,1,0,0,4,0,0,0,0,0,0,5.2
25948,VirusShare_c7226b8b99a5cdbf596e78cd51d2835c,2,0,1,0,0,4,0,0,0,0,0,0,5.2
26055,VirusShare_4fedb2676813e470091f8c0a285db468,2,0,1,0,0,4,0,0,0,0,0,0,5.2
26551,VirusShare_9850ec237841a9774303d1a663ed8360,2,0,1,0,0,4,0,0,0,0,0,0,5.2
27447,VirusShare_c7f6388b55270b7a954890225359dd55,2,0,1,0,0,4,0,0,0,0,0,0,5.2
28172,VirusShare_b1ebc34dbd09f5762c6d82345409c300,2,0,1,0,0,4,0,0,0,0,0,0,5.2
29942,VirusShare_c083d56255cb819ca4fca849fed2592a,2,0,1,0,0,4,0,0,0,0,0,0,5.2
60572,VirusShare_20f7d5c0fbd2a984096cc9743f14c351,2,0,1,0,0,4,0,0,0,0,0,0,5.2
61755,VirusShare_1e678d21c0aa2f5852ec1aecec2ac74e,2,0,1,0,0,4,0,0,0,0,0,0,5.2
62589,VirusShare_0b5be61a472a6d98e5409051f30a366d,2,0,1,0,0,4,0,0,0,0,0,0,5.2
23355,VirusShare_236ed5cb1a3912948908560474a9867c,2,0,0,0,0,4,0,0,0,0,0,0,4.5
30140,VirusShare_8afdb111d5cf283e2e59128857cafefb,2,0,0,0,0,4,0,0,0,0,0,0,4.5
74852,VirusShare_8882f2e3885a0a2b851283c7480c32a8,2,2,4,1,2,3,0,1,1,1,1,0,10.834000000000001
74831,VirusShare_132dd412c488dfb7a83494e3cb6955c5,1,2,3,1,2,3,0,1,1,0,1,1,9.3
74841,VirusShare_b8126e91250a101bcd635459629914a7,2,1,3,1,2,3,0,1,1,0,1,1,9.3
74854,VirusShare_701ef04cc7ff7bda528d8545429fe54f,2,1,3,1,2,3,0,1,1,0,1,1,9.3
74558,VirusShare_f10715e49d14ceb3cb19afaee29d3db7,3,1,3,1,2,3,0,1,1,0,1,0,10.201
74816,VirusShare_4864874c2ba0cfb0d7beb9461cb8238b,1,2,4,1,2,3,0,1,1,0,1,0,10.067
74830,VirusShare_701f665016d7e8bea0298c2960772eaf,3,1,3,2,1,3,0,1,1,0,1,0,10.067
74833,VirusShare_f8690976ea30bb638700d8b7c9a2fd95,2,1,4,1,2,3,0,1,1,0,1,0,10.067
74837,VirusShare_e30d52447a2311b928a9977466ec7cc2,2,2,3,1,2,3,0,1,1,0,1,0,10.067
74843,VirusShare_3213a76a820f74400dd99ac6eacfaa88,2,1,4,1,2,3,0,1,1,0,1,0,10.067
74845,VirusShare_6d107810664abd0c782128622717c01c,1,2,4,1,2,3,0,1,1,0,1,0,10.067
74856,VirusShare_7d24850b174cb90bebd9e69b813592dd,1,2,4,1,2,3,0,1,1,0,1,0,10.067
74867,VirusShare_e0c19b5ed4f75d6677a2ddc894a23e97,3,1,3,1,2,3,0,1,1,0,1,0,10.067
38448,VirusShare_0758b4e6c88898b3599a17b04aa91b50,2,0,3,1,2,3,0,1,0,1,1,1,8.433
38450,VirusShare_ee684bae74332fdb930e8a7dc36dfbee,2,0,3,1,2,3,0,1,0,1,1,1,8.433
